HS10,HS부호,성질통합분류코드명,영문품목명,한글품목명,HS10_int,사용자_상품명,사용자_상품설명
3702100000,3702100000,(사진용화합물),For X-ray,엑스선용,3702100000,엑스선용,"(사진용화합물) 대분류: Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed, 중분류: Photographic film; for x-rays, in rolls, sensitised and unexposed (other than of paper, paperboard or textiles)"
8456500000,8456500000,(금속절삭가공기계),Water-jet cutting machines,워터제트 절단기,8456500000,워터제트 절단기,"(금속절삭가공기계) 대분류: Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines, 중분류: Machine tools; for working any material by removal of material; operated by water-jet cutting machines"
8528730000,8528730000,(흑백 TV),"Other, monochrome",기타(단색),8528730000,기타(단색),"(흑백 TV) 대분류: Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, 중분류: Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a monochrome video display or screen"
6302210000,6302210000,(기타 비내구소비재),Of cotton,면으로 만든 것,6302210000,면으로 만든 것,"(기타 비내구소비재) 대분류: Bed linen, table linen, toilet linen and kitchen linen, 중분류: Bed linen; of cotton, printed, not knitted or crocheted"
8535100000,8535100000,(기타 IT부품),Fuses,퓨즈,8535100000,퓨즈,"(기타 IT부품) 대분류: Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits; for a voltage exceeding 1000 volts, 중분류: Electrical apparatus; fuses, for a voltage exceeding 1000 volts"
4002510000,4002510000,(합성고무),Latex,라텍스,4002510000,라텍스,"(합성고무) 대분류: Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of heading no. 4001 and 4002, in primary forms or in plates, sheets or strip, 중분류: Rubber; synthetic, acrylonitrile-butadiene rubber (NBR), latex, in primary forms or in plates, sheets or strip"
4418830000,4418830000,(건축용 목제품),I beams,아이빔(I beam),4418830000,아이빔(I beam),"(건축용 목제품) 대분류: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes, 중분류: Wood; engineered structural timber products, I beams"
4403410000,4403410000,(원목),"Dark Red Meranti, Light Red Meranti and Meranti Bakau",다크레드메란티(Dark Red Meranti)ㆍ라이트레드메란티(Light Red Meranti)ㆍ메란티바카우(Meranti Bakau),4403410000,다크레드메란티(Dark Red Meranti)ㆍ라이트레드메란티(Light Red Meranti)ㆍ메란티바카우(Meranti Bakau),"(원목) 대분류: Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared, 중분류: Wood, tropical; as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
2905161000,2905161000,(유기화합물),2-ethylhexyl alcohol,2-에틸헥실알코올,2905161000,2-에틸헥실알코올,"(유기화합물) 대분류: Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives, 중분류: Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof"
0306959030,0306959030,(새우(훈제하지 않은 것)),Salted or in brine,염장이나 염수장한 것,0306959030,염장이나 염수장한 것,"(새우(훈제하지 않은 것)) 대분류: Crustaceans; in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked, cooked or not before or during smoking; in shell, steamed or boiled, whether or not chilled, frozen, dried, salted or in brine, 중분류: Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
4401120000,4401120000,(기타 목재),Non-coniferous,활엽수류,4401120000,활엽수류,"(기타 목재) 대분류: Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chip or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms, 중분류: Wood; for fuel, in logs, in billets, in twigs, in faggots or similar forms, whether or not agglomerated, non-coniferous"
8417101010,8417101010,(기타 일반기계),For iron-ores,철광석용,8417101010,철광석용,"(기타 일반기계) 대분류: Furnaces and ovens; industrial or laboratory, including incinerators, non-electric, 중분류: Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use"
0307291000,0307291000,(기타 패류(건조·염장·염수장·훈제)),"Of the genera Pecten, Chlamys or Placopecten",펙텐(Pecten)ㆍ클라미스(Chlamys)ㆍ플라코펙텐(Placopecten)속의 것,0307291000,펙텐(Pecten)ㆍ클라미스(Chlamys)ㆍ플라코펙텐(Placopecten)속의 것,"(기타 패류(건조·염장·염수장·훈제)) 대분류: Molluscs; whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process, 중분류: Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
4411149010,4411149010,(섬유판),Floor board,마루판,4411149010,마루판,"(섬유판) 대분류: Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances, 중분류: Medium density fibreboard (MDF), of a thickness exceeding 9 mm"
9705220000,9705220000,(수집품 및 골동품),Extinct or endangered species and parts thereof,멸종하였거나 멸종위기에 있는 종의 것이나 그 일부분,9705220000,멸종하였거나 멸종위기에 있는 종의 것이나 그 일부분,"(수집품 및 골동품) 대분류: Collections and collectors' pieces; of archaeological, ethnographic, historical, zoological, botanical, mineralogical, anatomical, palaeontological or numismatic interest, 중분류: Collections and collectors' pieces; of zoological, botanical, mineralogical, anatomical or palaeontological interest, extinct or endangered species and parts thereof"
5111111000,5111111000,(천연섬유직물),Of wool,양모로 만든 것,5111111000,양모로 만든 것,"(천연섬유직물) 대분류: Woven fabrics of carded wool or of carded fine animal hair, 중분류: Fabrics, woven; of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight not exceeding 300g/m2"
0307911000,0307911000,(기타 수산물),Top shells,소라,0307911000,소라,"(기타 수산물) 대분류: Molluscs; whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process, 중분류: Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled"
5205231000,5205231000,(면사),Unbleached or not mercerized,표백하지 않거나 머서(mercer)처리하지 않은 것,5205231000,표백하지 않거나 머서(mercer)처리하지 않은 것,"(면사) 대분류: Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton, not put up for retail sale, 중분류: Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale"
9701213000,9701213000,(예술품),Pastels,파스텔,9701213000,파스텔,"(예술품) 대분류: Paintings, drawings and pastels, executed entirely by hand; not drawings of heading no. 4906 and not hand-painted, hand-decorated manufactured articles; collages, mosaics and similar decorative plaques, 중분류: Paintings, drawings and pastels; executed entirely by hand, other than drawings of heading no. 4906, of an age exceeding 100 years"
4419203000,4419203000,(목제 생활용품),Chopsticks,젓가락,4419203000,젓가락,"(목제 생활용품) 대분류: Tableware and kitchenware, of wood, 중분류: Tableware and kitchenware, of wood; of tropical wood"
6005230000,6005230000,(편직물),Of yarns of different colours ,서로 다른 색실의 것,6005230000,서로 다른 색실의 것,"(편직물) 대분류: Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, 중분류: Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, yarns of different colours"
8431420000,8431420000,(건설기계 부품),Bulldozer or angledozer blades,불도저(bulldozer)나 앵글도저(angledozer)의 블레이드(blade),8431420000,불도저(bulldozer)나 앵글도저(angledozer)의 블레이드(blade),"(건설기계 부품) 대분류: Machinery parts; used solely or principally with the machinery of heading no. 8425 to 8430, 중분류: Machinery parts; bulldozer or angledozer blades"
0401401000,0401401000,(우유),Frozen cream,냉동크림,0401401000,냉동크림,"(우유) 대분류: Milk and cream; not concentrated, not containing added sugar or other sweetening matter, 중분류: Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%"
7003121000,7003121000,(유리 및 유리제품),Not more than 2 ㎜ in thickness,두께가 2밀리미터 이하인 것 ,7003121000,두께가 2밀리미터 이하인 것 ,"(유리 및 유리제품) 대분류: Glass; cast glass and rolled glass in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked, 중분류: Glass; cast glass and rolled glass, non-wired sheets, coloured through the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer"
9305109040,9305109040,(무기 및 총포탄),"Pistons, locking lugs and gas buffers",피스톤ㆍ잠금러그(locking lug)ㆍ가스완충기,9305109040,피스톤ㆍ잠금러그(locking lug)ㆍ가스완충기,"(무기 및 총포탄) 대분류: Firearms; parts and accessories of articles of heading no. 9301 to 9304, 중분류: Firearms; parts and accessories, of revolvers or pistols"
6907221000,6907221000,(도자제품),Of a water absorption coefficient by weight exceeding 0.5 % but not exceeding 3 %,수분흡수계수가 중량기준으로 100분의 0.5 초과 100분의 3 이하인 것,6907221000,수분흡수계수가 중량기준으로 100분의 0.5 초과 100분의 3 이하인 것,"(도자제품) 대분류: Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics, 중분류: Ceramic tiles; flags and paving, hearth or wall tiles other than those of subheadings 6907.30 and 6907.40, of a water absorption coefficient by weight over 0.5% but not over 10%"
1517901000,1517901000,(기타 유지 가공품),Imitation lard,이미테이션 라드,1517901000,이미테이션 라드,"(기타 유지 가공품) 대분류: Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats and oils or their fractions of heading 15.16, 중분류: Edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, n.e.c. in heading 1517, other than edible fats and oils or their fractions of heading 15.16"
9506401000,9506401000,(운동용구),Table-tennis tables,탁구대,9506401000,탁구대,"(운동용구) 대분류: Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools, 중분류: Table-tennis articles and equipment"
7904001000,7904001000,(아연),Bars and rods,봉,7904001000,봉,"(아연) 대분류: Zinc; bars, rods, profiles and wire, 중분류: Zinc; bars, rods, profiles and wire"
0650500901,0650500901,,Knitted or crocheted headgear,메리야스나 뜨개질 모자,0650500901,메리야스나 뜨개질 모자,"대분류: , 중분류:"
3506101000,3506101000,(기타 정밀화학제품),Based on rubber,고무를 기본 재료로 한 것,3506101000,고무를 기본 재료로 한 것,"(기타 정밀화학제품) 대분류: Prepared glues and other prepared adhesives, n.e.c. or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding 1kg net weight, 중분류: Glues or adhesives; prepared, products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1kg"
4409221000,4409221000,(기타 목재),Siding,벽판재,4409221000,벽판재,"(기타 목재) 대분류: Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed, 중분류: Wood; tropical (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed"
8423821000,8423821000,(중량계),"Using electronic means for gauging weight, excluding machines for weighing motor vehicles",중량 측정에 전자적 방법을 이용하는 것(자동차중량측정용 기기는 제외한다),8423821000,중량 측정에 전자적 방법을 이용하는 것(자동차중량측정용 기기는 제외한다),"(중량계) 대분류: Weighing machines; excluding balances of a sensitivity of 5cg or better, including weight operated counting or checking machines and weights of all kinds, 중분류: Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity exceeding 30kg but not exceeding 5000kg"
2901210000,2901210000,(유기화합물),Ethylene,에틸렌,2901210000,에틸렌,"(유기화합물) 대분류: Acyclic hydrocarbons, 중분류: Acyclic hydrocarbons; unsaturated, ethylene"
5107102000,5107102000,(모사),Mixed with synthetic fiber,합성섬유와 혼방한 것,5107102000,합성섬유와 혼방한 것,"(모사) 대분류: Yarn of combed wool, not put up for retail sale, 중분류: Yarn; of combed wool, containing 85% or more by weight of wool, not put up for retail sale"
9606300000,9606300000,(기타 비내구성 생활용품),Button moulds and other parts of buttons; button blanks,"단추의 몰드(mould)와 단추의 부분품, 단추 블랭크(blank)",9606300000,"단추의 몰드(mould)와 단추의 부분품, 단추 블랭크(blank)","(기타 비내구성 생활용품) 대분류: Buttons, press-fasteners, snap-fasteners and press-studs, button moulds and other parts of these articles; button blanks, 중분류: Button moulds and other parts of buttons; button blanks"
6207210000,6207210000,(직물제 의류),Of cotton,면으로 만든 것,6207210000,면으로 만든 것,"(직물제 의류) 대분류: Singlets and other vests, underpants, briefs, night-shirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys' (not knitted or crocheted), 중분류: Nightshirts and pyjamas; men's or boys', of cotton (not knitted or crocheted)"
8434901000,8434901000,(농기계 부품),Of milking machines,착유기의 것,8434901000,착유기의 것,"(농기계 부품) 대분류: Milking machines and dairy machinery, 중분류: Milking machines and dairy machinery; parts thereof"
0854449201,0854449201,,Of a kind used for telecommunications,전기통신용,0854449201,전기통신용,"대분류: , 중분류:"
8103910000,8103910000,(기타 비(非)철금속),Crucibles,도가니,8103910000,도가니,"(기타 비(非)철금속) 대분류: Tantalum; articles thereof, including waste and scrap, 중분류: Tantalum; crucibles"
6211201000,6211201000,(직물제 의류),Of man-made fibres,인조섬유로 만든 것,6211201000,인조섬유로 만든 것,"(직물제 의류) 대분류: Track suits, swimwear and other garments (not knitted or crocheted), 중분류: Ski suits; (not knitted or crocheted)"
0602300000,0602300000,(기타 화훼류),"Rhododendrons and azaleas, grafted or not",철쭉과 진달래속의 식물(접목했는지에 상관없다),0602300000,철쭉과 진달래속의 식물(접목했는지에 상관없다),"(기타 화훼류) 대분류: Plants, live; n.e.c. in heading no. 0601, (including their roots) cuttings and slips; mushroom spawn, 중분류: Plants, live; rhododendrons and azaleas, grafted or not"
9506621000,9506621000,(운동용구),Soccer balls,축구공,9506621000,축구공,"(운동용구) 대분류: Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools, 중분류: Balls; inflatable"
6306300000,6306300000,(기타 비내구소비재),Sails,돛,6306300000,돛,"(기타 비내구소비재) 대분류: Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods, 중분류: Sails; for boats, sailboards or landcraft"
0271020974,0271020974,,"Anti-corrosive oil, cutting oil, cleansing oil, mould release oil and hydraulic brake oil","방청유, 절삭유, 세척유, 주형이형유, 유압브레이크유",0271020974,"방청유, 절삭유, 세척유, 주형이형유, 유압브레이크유","대분류: , 중분류:"
4301803000,4301803000,(기타모피(생모피)),Of raccoon,라쿤(raccoon)의 것,4301803000,라쿤(raccoon)의 것,"(기타모피(생모피)) 대분류: Raw furskins (including heads, tails, paws, other pieces or cuttings, suitable for furriers' use), excluding raw hides and skins of heading no. 4101, 4102 or 4103, 중분류: Furskins; raw, of animals n.e.c. in heading no. 4301, whole, with or without head, tail or paws (excluding goods of heading no. 4101, 4102 and 4103)"
2201901000,2201901000,(기타 음료),Ice and snow,얼음과 눈,2201901000,얼음과 눈,"(기타 음료) 대분류: Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow, 중분류: Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow"
3915301000,3915301000,(기타 플라스틱제품),Plastic insulated wire before they became wastes,제조 당시 플라스틱 절연전선의 것,3915301000,제조 당시 플라스틱 절연전선의 것,"(기타 플라스틱제품) 대분류: Waste, parings and scrap, of plastics, 중분류: Vinyl chloride polymers; waste, parings and scrap"
0507901200,0507901200,(녹용과 녹각),Antlers,녹각,0507901200,녹각,"(녹용과 녹각) 대분류: Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks unworked or simply prepared, not cut to shape; waste and powder of these products, 중분류: Animal products; tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape, waste and powder of these products"
9205901020,9205901020,(악기류),Clarinets,클라리넷,9205901020,클라리넷,"(악기류) 대분류: Musical instruments; wind (e.g. keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs, 중분류: Musical instruments; wind, other than brass, (eg. clarinet, bagpipes, pipe organs), other than fairground organs and mechanical street organs"
2918210000,2918210000,(유기화합물),Salicylic acid and its salts,살리실산과 그 염,2918210000,살리실산과 그 염,"(유기화합물) 대분류: Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives, 중분류: Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts"
0603132000,0603132000,(기타 화훼류),Phalaenopsis,팔레놉시스(Phalaenopsis),0603132000,팔레놉시스(Phalaenopsis),"(기타 화훼류) 대분류: Flowers; cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared, 중분류: Flowers, cut; orchids, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh"
0601207000,0601207000,(기타 화훼류),Of iris,아이리스의 것,0601207000,아이리스의 것,"(기타 화훼류) 대분류: Bulbs, tubers, tuberous roots, corms, crowns and rhizomes; dormant, in growth or in flower; chicory plants and roots other than roots of heading no. 1212, 중분류: Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower, chicory plants and roots other than of heading no. 1212"
2920904000,2920904000,(농약),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),농약원제(農藥原劑)(｢농약관리법｣에 따라 등록된 것으로 한정한다),2920904000,농약원제(農藥原劑)(｢농약관리법｣에 따라 등록된 것으로 한정한다),"(농약) 대분류: Esters of other inorganic acids of non-metals (other than of hydrogen halides) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, 중분류: Esters; other than thiophosphoric esters (phosphorothioates) and phosphite esters and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2920"
8704439020,8704439020,(화물자동차),Tank lorries,탱크차,8704439020,탱크차,"(화물자동차) 대분류: Vehicles; for the transport of goods, 중분류: Vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion, of a g.v.w. exceeding 20,000kg"
1515210000,1515210000,(기타 식물성 유지),Crude oil,조유(粗油),1515210000,조유(粗油),"(기타 식물성 유지) 대분류: Fixed vegetable or microbial fats and oils n.e.c. in chapter 15 (including jojoba oil) and their fractions, whether or not refined, but not chemically modified, 중분류: Vegetable oils; maize (corn) oil and its fractions, crude, not chemically modified"
2941109010,2941109010,(기타 의약품),Penicilline G sodium,페니실린 지(G) 나트륨,2941109010,페니실린 지(G) 나트륨,"(기타 의약품) 대분류: Antibiotics, 중분류: Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof"
2912410000,2912410000,(유기화합물),Vanillin (4-hydroxy-3-methoxybenzaldehyde),바닐린(4-히드록시-3-메톡시벤즈알데히드),2912410000,바닐린(4-히드록시-3-메톡시벤즈알데히드),"(유기화합물) 대분류: Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde, 중분류: Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)"
3822130000,3822130000,(의료위생용품),For blood-grouping,혈액형 분류용,3822130000,혈액형 분류용,"(의료위생용품) 대분류: Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, other than those of heading 30.06; certified reference materials, 중분류: Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for blood grouping"
7403110000,7403110000,(동),Cathodes and sections of cathodes,음극과 음극의 형재,7403110000,음극과 음극의 형재,"(동) 대분류: Copper; refined and copper alloys, unwrought, 중분류: Copper; refined, unwrought, cathodes and sections of cathodes"
8518304000,8518304000,(유선통신기기),Line telephone handsets,유선전화 핸드세트,8518304000,유선전화 핸드세트,"(유선통신기기) 대분류: Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets, 중분류: Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers"
4103902000,4103902000,(기타 가죽),"Hides and skins, which have undergone a tanning (including pretanning) process which is reversible",유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),4103902000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"(기타 가죽) 대분류: Raw hides and skins n.e.c in headings no. 4101, 4102; fresh, salted, dried, pickled or otherwise preserved, not further prepared, whether or not dehaired or split, 중분류: Hides and skins; raw, of animals n.e.c. in this chapter, fresh, salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), whether or not dehaired or split"
8448310000,8448310000,(섬유 및 피혁가공기계 부품),Card clothing,침포,8448310000,침포,"(섬유 및 피혁가공기계 부품) 대분류: Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447, 중분류: Machines, card clothing; parts and accessories"
2615903000,2615903000,(기타 금속광물),Vanadium ores and concentrates,바나듐광과 그 정광,2615903000,바나듐광과 그 정광,"(기타 금속광물) 대분류: Niobium, tantalum, vanadium or zirconium ores and concentrates, 중분류: Niobium, tantalum, vanadium ores and concentrates"
8451100000,8451100000,(섬유기계),Dry-cleaning machines,드라이클리닝기,8451100000,드라이클리닝기,"(섬유기계) 대분류: Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles, 중분류: Dry-cleaning machines"
0301994010,0301994010,(기타 어류(활어)),Fry (for aquaculture),치어(稚魚)(양식용으로 한정한다),0301994010,치어(稚魚)(양식용으로 한정한다),"(기타 어류(활어)) 대분류: Fish; live, 중분류: Fish; live, n.e.c. in heading 0301"
7208511000,7208511000,(철강 판재),Of a tensile strength of 490MPa or more,인장강도가 490메가파스칼 이상인 것,7208511000,인장강도가 490메가파스칼 이상인 것,"(철강 판재) 대분류: Iron or non-alloy steel; flat-rolled products of a width of 600mm or more, hot-rolled, not clad, plated or coated, 중분류: Iron or non-alloy steel; (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness exceeding 10mm"
3823130000,3823130000,(기타 화학공업제품),Tall oil fatty acids,톨유(tall oil) 지방산,3823130000,톨유(tall oil) 지방산,"(기타 화학공업제품) 대분류: Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols, 중분류: Industrial monocarboxylic fatty acids, acid oils from refining; tall oil fatty acids"
3907500000,3907500000,(합성수지),Alkyd resins,알키드수지,3907500000,알키드수지,"(합성수지) 대분류: Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms, 중분류: Alkyd resins; in primary forms"
2825101000,2825101000,(무기화합물),Hydrazine hydrate,히드라진 히드레이트,2825101000,히드라진 히드레이트,"(무기화합물) 대분류: Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides, 중분류: Hydrazine and hydroxylamine and their inorganic salts"
9301902030,9301902030,(무기 및 총포탄),Fully automatic,완전자동,9301902030,완전자동,"(무기 및 총포탄) 대분류: Military weapons; other than revolvers, pistols and arms of heading no. 9307, 중분류: Military weapons; other than revolvers, pistols, and arms of heading 9307, n.e.c. in heading 9301"
