HS10,HS부호,성질통합분류코드명,영문품목명,한글품목명,HS10_int,사용자_상품명,사용자_상품설명
2501009010,2501009010,(비(非)금속광물),Edible salt,식염,2501009010,식염,"(비(非)금속광물) 대분류: Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water, 중분류: Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water"
2510201000,2510201000,(비(非)금속광물),Natural calcium phosphates,천연 인산칼슘,2510201000,천연 인산칼슘,"(비(非)금속광물) 대분류: Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk, 중분류: Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground"
2530909091,2530909091,(비(非)금속광물),Natural calcium carbonate,천연탄산칼슘,2530909091,천연탄산칼슘,"(비(非)금속광물) 대분류: Mineral substances not elsewhere specified or included, 중분류: Mineral substances; n.e.c. in chapter 25"
2710194030,2710194030,(중유),Bunker C,벙커시유,2710194030,벙커시유,"(중유) 대분류: Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils, 중분류: Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations"
2835221000,2835221000,(무기화합물),Of mono-sodium,인산일나트륨,2835221000,인산일나트륨,"(무기화합물) 대분류: Phosphinates (hypophosphites), phosphonates (phosphites), and phosphates; and polyphosphates, whether or not chemically defined, 중분류: Phosphates; of mono- or disodium, whether or not chemically defined"
2922413000,2922413000,(유기화합물),Salts of lysine and its esters,리신의 염과 리신에스테르의 염,2922413000,리신의 염과 리신에스테르의 염,"(유기화합물) 대분류: Oxygen-function amino-compounds, 중분류: Amino-acids, other than those containing more than one kind of oxygen function, and their esters; lysine and its esters; salts thereof"
2924291010,2924291010,(유기화합물),Aminoacetanilide and its derivatives,아미노아세트아닐리드와 그 유도체,2924291010,아미노아세트아닐리드와 그 유도체,"(유기화합물) 대분류: Carboxyamide-function compounds; amide-function compounds of carbonic acid, 중분류: Cyclic amides (including cyclic carbamates) and their derivatives; other than the derivatives and salts of ureines, 2-acetamidobenzoic acid (N-acetylanthancillic acid),ethinamate S, and alachlor (ISO) and their derivatives and salts"
2932209091,2932209091,(농약),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),농약원제(農藥原劑)(｢농약관리법｣에 따라 등록된 것으로 한정한다),2932209091,농약원제(農藥原劑)(｢농약관리법｣에 따라 등록된 것으로 한정한다),"(농약) 대분류: Heterocyclic compounds with oxygen hetero-atom(s) only, 중분류: Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, lactones"
3206500000,3206500000,(염료 및 안료),Inorganic products of a kind used as luminophores,루미노퍼(luminophore)로 사용되는 무기물,3206500000,루미노퍼(luminophore)로 사용되는 무기물,"(염료 및 안료) 대분류: Colouring matter and preparations thereof n.e.c. in heading no. 3203, 3204, 3205; inorganic products, kind used as luminophores whether or not chemically defined, 중분류: Colouring matter; inorganic products of a kind used as luminophores"
3209102010,3209102010,(도료 및 잉크),Paints (including enamels),페인트(에나멜을 포함한다),3209102010,페인트(에나멜을 포함한다),"(도료 및 잉크) 대분류: Paints and varnishes (including enamels and lacquers) based on synthetic or chemically modified natural polymers, dispersed or dissolved in an aqueous medium, 중분류: Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium"
3403193000,3403193000,(기타 정밀화학제품),Anti-rust or anti-corrosion preparations,방청제나 부식방지제,3403193000,방청제나 부식방지제,"(기타 정밀화학제품) 대분류: Lubricating preparations and those used in oil or grease treatment of textile and similar materials; excluding preparations containing 70% or more (by weight) of petroleum or bituminous mineral oils, 중분류: Lubricating preparations; (other than for the treatment of textile and similar materials), containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals"
3407002000,3407002000,(기타 화학공업제품),Preparations known as “dental wax” or as “dental impression compounds”,치과용 왁스나 치과용 인상재료,3407002000,치과용 왁스나 치과용 인상재료,"(기타 화학공업제품) 대분류: Modelling pastes, including those for children; dental wax, impression compounds, in sets or packings for retail sale or in plates and similar forms; dentistry preparations with plaster base, 중분류: Modelling pastes; preparations known as dental wax, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms, other preparations for use in dentistry"
3505104010,3505104010,(기타 정밀화학제품),For food,식품용,3505104010,식품용,"(기타 정밀화학제품) 대분류: Dextrins and other modified starches (e.g. pregelatinised or esterified starches); glues based on starches or on dextrins or other modified starches, 중분류: Dextrins and other modified starches"
3507904000,3507904000,(기타 정밀화학제품),"Papain, bromelain and ficin","파파인, 브로멜라인과 피신",3507904000,"파파인, 브로멜라인과 피신","(기타 정밀화학제품) 대분류: Enzymes; prepared enzymes not elsewhere specified or included, 중분류: Enzymes and prepared enzymes; other than rennet and concentrates thereof"
3824100000,3824100000,(기타 화학공업제품),Prepared binders for foundry moulds or cores,조제 점결제(주물의 주형용이나 코어용으로 한정한다),3824100000,조제 점결제(주물의 주형용이나 코어용으로 한정한다),"(기타 화학공업제품) 대분류: Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included, 중분류: Binders, prepared; for foundry moulds or cores"
3824998000,3824998000,(기타 화학공업제품),Prepared organic peroxides (other than products of heading 38.15 and HSK 3824.99-4400),조제유기과산화물(제3815호의 물품과 제3824.99-4400호의 물품은 제외한다),3824998000,조제유기과산화물(제3815호의 물품과 제3824.99-4400호의 물품은 제외한다),"(기타 화학공업제품) 대분류: Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included, 중분류: Chemical products, mixtures and preparations; n.e.c. heading 3824"
3901101000,3901101000,(합성수지),Linear low density polyethylene,선형저밀도폴리에틸렌,3901101000,선형저밀도폴리에틸렌,"(합성수지) 대분류: Polymers of ethylene, in primary forms, 중분류: Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94"
3904100000,3904100000,(합성수지),"Poly (vinyl chloride), not mixed with any other substances",폴리(염화비닐)(다른 물질을 혼합하지 않은 것으로 한정한다),3904100000,폴리(염화비닐)(다른 물질을 혼합하지 않은 것으로 한정한다),"(합성수지) 대분류: Polymers of vinyl chloride or of other halogenated olefins, in primary forms, 중분류: Vinyl chloride, other halogenated olefin polymers; poly(vinyl chloride), not mixed with any other substances, in primary forms"
3907610000,3907610000,(합성수지),Having a viscosity number of 78 ㎖/g or higher,점도번호가 그램당 78 밀리리터 이상인 것,3907610000,점도번호가 그램당 78 밀리리터 이상인 것,"(합성수지) 대분류: Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms, 중분류: Poly(ethylene terephthalate); in primary forms, having a viscosity of 78ml/g or higher"
3922101000,3922101000,(플라스틱제 생활용품),Baths and shower baths,목욕통과 샤워통,3922101000,목욕통과 샤워통,"(플라스틱제 생활용품) 대분류: Sanitary ware; baths, shower-baths, sinks, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and sanitary ware, of plastics, 중분류: Plastics; baths, shower-baths, sinks and wash-basins"
3923300000,3923300000,(플라스틱제 생활용품),"Carboys, bottles, flasks and similar articles",카보이(carboy)ㆍ병ㆍ플라스크(flask)와 이와 유사한 물품,3923300000,카보이(carboy)ㆍ병ㆍ플라스크(flask)와 이와 유사한 물품,"(플라스틱제 생활용품) 대분류: Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics, 중분류: Plastics; carboys, bottles, flasks and similar articles, for the conveyance or packing of goods"
4005101000,4005101000,(원료용 고무제품),"Plates, sheets and strip",판ㆍ시트(sheet)ㆍ스트립,4005101000,판ㆍ시트(sheet)ㆍ스트립,"(원료용 고무제품) 대분류: Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip, 중분류: Rubber; unvulcanised, compounded with carbon black or silica, in primary forms or in plates, sheets or strip"
4412337000,4412337000,(합판),Of a thickness not less than 15 mm,두께가 15밀리미터 이상인 것,4412337000,두께가 15밀리미터 이상인 것,"(합판) 대분류: Plywood, veneered panels and similar laminated wood, 중분류: Plywood; with sheets of wood only; not bamboo; each ply 6mm or less, with at least one outer ply of alder, ash, beech, birch, cherry, chestnut, elm, eucalyptus, hickory, horse chestnut, lime, maple, oak, plane, poplar, aspen, robinia, tulipwood or walnut"
4412347000,4412347000,(합판),Of a thickness not less than 15 mm,두께가 15밀리미터 이상인 것,4412347000,두께가 15밀리미터 이상인 것,"(합판) 대분류: Plywood, veneered panels and similar laminated wood, 중분류: Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood not listed in subheading 4412.33"
4901101000,4901101000,(서적),Printed in Korean,국문판,4901101000,국문판,"(서적) 대분류: Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets, 중분류: Printed matter; in single sheets, whether or not folded"
5007202020,5007202020,(천연섬유직물),Satin,사틴,5007202020,사틴,"(천연섬유직물) 대분류: Woven fabrics of silk or of silk waste, 중분류: Silk; woven fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk"
5305001000,5305001000,(마),Of coconut (coir),코코넛[코이어(coir)]의 것,5305001000,코코넛[코이어(coir)]의 것,"(마) 대분류: Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock), 중분류: Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)"
5503201000,5503201000,(폴리에스테르섬유),Of special section face,이형단면(異型斷面)인 것,5503201000,이형단면(異型斷面)인 것,"(폴리에스테르섬유) 대분류: Synthetic staple fibres, not carded, combed or otherwise processed for spinning, 중분류: Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning"
5603930000,5603930000,(기타 직물),Weighing more than 70 g/㎡ but not more than 150 g/㎡,1제곱미터당 중량이 70그램 초과 150그램 이하인 것,5603930000,1제곱미터당 중량이 70그램 초과 150그램 이하인 것,"(기타 직물) 대분류: Nonwovens; whether or not impregnated, coated, covered or laminated, 중분류: Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)"
5608191000,5608191000,(기타 섬유제품(의류 제외)),Of synthetic fibres,합성섬유로 만든 것,5608191000,합성섬유로 만든 것,"(기타 섬유제품(의류 제외)) 대분류: Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials, 중분류: Twine, cordage or rope; knotted netting, for other than fishing, of man-made textile materials"
5903100000,5903100000,(기타 직물),With poly (vinyl chloride),폴리(염화비닐)의 것,5903100000,폴리(염화비닐)의 것,"(기타 직물) 대분류: Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading no. 5902, 중분류: Textile fabrics; impregnated, coated, covered or laminated with poly(vinyl chloride)"
6004100000,6004100000,(편직물),Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread,"탄성사의 함유중량이 전 중량의 100분의 5 이상이며, 고무실은 함유하지 않은 것",6004100000,"탄성사의 함유중량이 전 중량의 100분의 5 이상이며, 고무실은 함유하지 않은 것","(편직물) 대분류: Fabrics; knitted or crocheted fabrics of a width exceeding 30 cm, other than those of heading 60.01, containing by weight 5% or more of elastomeric yarn or rubber thread, 중분류: Fabrics; knitted or crocheted fabrics of a width exceeding 30 cm, other than those of heading 60.01, containing by weight 5% or more of elastomeric yarn but not containing rubber thread"
6113002000,6113002000,(편물제 의류),Of heading 59.06,제5906호의 것,6113002000,제5906호의 것,"(편물제 의류) 대분류: Garments made up of knitted or crocheted fabrics of heading no. 5903, 5906 and 5907, 중분류: Garments made up of knitted or crocheted fabrics of heading no. 5903, 5906 and 5907"
6208210000,6208210000,(직물제 의류),Of cotton,면으로 만든 것,6208210000,면으로 만든 것,"(직물제 의류) 대분류: Singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls' (not knitted or crocheted), 중분류: Nightdresses and pyjamas; women's or girls', of cotton (not knitted or crocheted)"
6301400000,6301400000,(기타 비내구소비재),"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres",합성섬유로 만든 모포(전기모포는 제외한다)와 여행용 러그(rug),6301400000,합성섬유로 만든 모포(전기모포는 제외한다)와 여행용 러그(rug),"(기타 비내구소비재) 대분류: Blankets and travelling rugs, 중분류: Blankets (other than electric blankets) and travelling rugs; of synthetic fibres"
6402911000,6402911000,(신발류),"Footwear, protective against cold",방한화,6402911000,방한화,"(신발류) 대분류: Footwear; with outer soles and uppers of rubber or plastics (excluding waterproof footwear), 중분류: Footwear; n.e.c. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics"
6506910000,6506910000,(기타 의류부속품),Of rubber or of plastics,고무나 플라스틱으로 만든 것,6506910000,고무나 플라스틱으로 만든 것,"(기타 의류부속품) 대분류: Headgear; n.e.c. in chapter 65, whether or not lined or trimmed, 중분류: Headgear; (other than safety headgear), of rubber or plastics, whether or not lined or trimmed"
7019730000,7019730000,(유리 및 유리제품),Other open fabrics,그 밖의 성긴 직물,7019730000,그 밖의 성긴 직물,"(유리 및 유리제품) 대분류: Glass fibres (including glass wool) and articles thereof (e.g. yarn, rovings, woven fabrics), 중분류: Glass fibres; chemically bonded fabrics, open fabrics n.e.c. in heading 7019"
7020001011,7020001011,(유리 및 유리제품),Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers,반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더,7020001011,반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더,"(유리 및 유리제품) 대분류: Glass; articles n.e.c. in chapter 70, 중분류: Glass; articles n.e.c. in chapter 70"
7117191000,7117191000,(장신구),Necklace,목걸이,7117191000,목걸이,"(장신구) 대분류: Imitation jewellery, 중분류: Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
7210702000,7210702000,(철강 판재),Of a thickness of less than 4.75 ㎜,두께가 4.75밀리미터 미만의 것,7210702000,두께가 4.75밀리미터 미만의 것,"(철강 판재) 대분류: Iron or non-alloy steel; flat-rolled products, width 600mm or more, clad, plated or coated, 중분류: Iron or non-alloy steel; flat-rolled, width 600mm or more, painted, varnished or coated with plastics"
7225401000,7225401000,(철강 판재),Of high speed steel,고속도강의 것,7225401000,고속도강의 것,"(철강 판재) 대분류: Alloy steel flat-rolled products, of a width 600mm or more, 중분류: Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, not in coils"
7325991000,7325991000,(기타 공구류),Of cast iron,주철로 만든 것,7325991000,주철로 만든 것,"(기타 공구류) 대분류: Iron or steel; cast articles, 중분류: Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron"
7404000000,7404000000,(비(非)철금속의 부산물),Copper waste and scrap.,구리의 웨이스트(waste)와 스크랩(scrap),7404000000,구리의 웨이스트(waste)와 스크랩(scrap),"(비(非)철금속의 부산물) 대분류: Copper; waste and scrap, 중분류: Copper; waste and scrap"
7608200000,7608200000,(알루미늄),Of aluminium alloys,알루미늄 합금으로 만든 것,7608200000,알루미늄 합금으로 만든 것,"(알루미늄) 대분류: Aluminium; tubes and pipes, 중분류: Aluminium; tubes and pipes, alloys"
8207130000,8207130000,(착암공구),With working part of cermets,작용하는 부분을 서멧(cermet)으로 만든 것,8207130000,작용하는 부분을 서멧(cermet)으로 만든 것,"(착암공구) 대분류: Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools, 중분류: Tools, interchangeable; rock drilling or earth boring tools, with working part of cermets, whether or not power operated"
8207401000,8207401000,(탭핑공구),For tapping,태핑(tapping)용,8207401000,태핑(tapping)용,"(탭핑공구) 대분류: Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools, 중분류: Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for tapping or threading"
8207702000,8207702000,(밀링공구),Milling cutters,밀링커터,8207702000,밀링커터,"(밀링공구) 대분류: Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools, 중분류: Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for milling"
8302200000,8302200000,(기타 기계요소),Castors,카스터(castor),8302200000,카스터(castor),"(기타 기계요소) 대분류: Base metal mountings, fittings and similar articles for furniture, doors, staircases, windows, trunks, chests etc, castors with mountings of base metal, automatic door closers of base metal, 중분류: Castors; with mountings, of base metal"
8404101000,8404101000,(냉난방기계 부품),Economisers,연료절약기,8404101000,연료절약기,"(냉난방기계 부품) 대분류: Auxiliary plant for use with boilers of heading no. 8402 or 8403; e.g. economisers, super-heaters, soot removers, gas recoverers), condensers for steam or other vapour power units, 중분류: Boilers; auxiliary plant, for use with boilers of heading no. 8402 or 8403 (e.g. economisers, super-heaters, soot removers, gas recoverers)"
8413913000,8413913000,(펌프 부품),Of reciprocating pumps,왕복펌프의 것,8413913000,왕복펌프의 것,"(펌프 부품) 대분류: Pumps; for liquids, whether or not fitted with measuring device, liquid elevators, 중분류: Pumps; parts thereof"
8419899010,8419899010,(화학기계),Heating plant and machinery,가열기,8419899010,가열기,"(화학기계) 대분류: Machinery, plant (not domestic), or laboratory equipment; electrically heated or not, (excluding items in 85.14) for the treatment of materials by a process involving change of temperature; including instantaneous or non electric storage water heaters, 중분류: Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food"
8419899020,8419899020,(화학기계),Cooling plant and machinery,냉각기,8419899020,냉각기,"(화학기계) 대분류: Machinery, plant (not domestic), or laboratory equipment; electrically heated or not, (excluding items in 85.14) for the treatment of materials by a process involving change of temperature; including instantaneous or non electric storage water heaters, 중분류: Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food"
8422302000,8422302000,(식품포장기계),Machinery for closing or sealing bottles or other containers,병이나 그 밖의 용기의 봉함용ㆍ 봉지용 기계,8422302000,병이나 그 밖의 용기의 봉함용ㆍ 봉지용 기계,"(식품포장기계) 대분류: Dish washing machines; machinery for cleaning, drying, filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags, etc, machinery for aerating beverages, 중분류: Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages"
8461401010,8461401010,(금속절삭가공기계),Numerically controlled,수치제어식,8461401010,수치제어식,"(금속절삭가공기계) 대분류: Machine-tools; for planing, shaping, slotting, broaching, gear cutting and grinding, finishing, sawing, cutting off and other tools working by removing metal, sintered metal carbides or cermets n.e.c., 중분류: Machine-tools; gear cutting, gear grinding or gear finishing machines, working by removing metal, sintered metal carbides or cermets"
8466100000,8466100000,(가공공작기계 부품),Tool holders and self-opening dieheads,툴홀더(tool holder)와 자동개폐식 다이헤드(diehead),8466100000,툴홀더(tool holder)와 자동개폐식 다이헤드(diehead),"(가공공작기계 부품) 대분류: Parts & accessories suited for use only/mainly with machines of headings 8456-8465, including work/tool holders, self-opening dieheads, dividing heads & other special attachments for the machines; tool holders for any type of tool for working in the hand, 중분류: Parts & accessories suited for use solely/principally with machines of headings 8456-8465; tool holders and self-opening dieheads"
8473400000,8473400000,(기타 정밀기계 부품),Parts and accessories of the machines of heading 84.72,제8472호에 해당하는 기계의 부분품과 부속품,8473400000,제8472호에 해당하는 기계의 부분품과 부속품,"(기타 정밀기계 부품) 대분류: Machinery; parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72, 중분류: Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8472"
8474900000,8474900000,(광산기계 부품),Parts,부분품,8474900000,부분품,"(광산기계 부품) 대분류: Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels, 중분류: Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand; parts"
8477102000,8477102000,(고무·플라스틱 가공기계),For plastic-industry,플라스틱 공업용,8477102000,플라스틱 공업용,"(고무·플라스틱 가공기계) 대분류: Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter, 중분류: Machinery; injection-moulding machines, for working rubber or plastics or for the manufacture of products from these materials"
8479899050,8479899050,(기타 일반기계),Coating machines,코팅머신(도포기),8479899050,코팅머신(도포기),"(기타 일반기계) 대분류: Machinery and mechanical appliances; having individual functions, n.e.c. in this chapter, 중분류: Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter"
8481400000,8481400000,(밸브),Safety or relief valves,안전밸브,8481400000,안전밸브,"(밸브) 대분류: Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves, 중분류: Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like"
8501321000,8501321000,(중대형 직류 전동기),DC motors,직류 전동기,8501321000,직류 전동기,"(중대형 직류 전동기) 대분류: Electric motors and generators (excluding generating sets), 중분류: Electric motors and generators; DC, of an output exceeding 750W but not exceeding 75kW"
8502131010,8502131010,(엔진결합 발전기),Not less than an output equivalent to 400 kW,400킬로와트에 상응하는 출력 이상인 것,8502131010,400킬로와트에 상응하는 출력 이상인 것,"(엔진결합 발전기) 대분류: Electric generating sets and rotary converters, 중분류: Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA"
